id,tool,severity,risk_score,ml_risk_score,model_uncertainty,title,in_kev,confidence_score,priority
CIS-4.2.2,kube-bench,HIGH,41.1,32.71509200631846,7.844236833310358,Ensure that the --authorization-mode argument is not set to AlwaysAllow (Automated),0,0.4,P4_30D
CIS-4.2.10,kube-bench,HIGH,41.1,32.71509200631846,7.844236833310358,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate (Automated),0,0.4,P4_30D
CIS-4.2.1,kube-bench,HIGH,41.1,32.71509200631846,7.844236833310358,Ensure that the --anonymous-auth argument is set to false (Automated),0,0.4,P4_30D
CIS-4.2.6,kube-bench,HIGH,41.1,32.71509200631846,7.844236833310358,Ensure that the --protect-kernel-defaults argument is set to true (Automated),0,0.4,P4_30D
CIS-4.2.4,kube-bench,HIGH,41.1,32.71509200631846,7.844236833310358,Verify that the --read-only-port argument is set to 0 (Automated),0,0.4,P4_30D
CIS-4.2.3,kube-bench,HIGH,41.1,32.71509200631846,7.844236833310358,Ensure that the --client-ca-file argument is set as appropriate (Automated),0,0.4,P4_30D
SOC-URLVULN-ff825b7d7c54,OWASP ZAP,HIGH,50.7,32.71509200631846,7.844236833310358,Content Security Policy (CSP) Header Not Set,0,0.4,P3_7D
SOC-FILERULE-81dd947acfd5,OPA Gate,HIGH,43.7,32.71509200631846,7.844236833310358,Deployment/timesheet-devops-mysql container mysql must define a livenessProbe,0,0.4,P4_30D
GHSA-7w75-32cg-r6g2,Grype,MEDIUM,37.9,37.300245346069,3.6067693737799758,Apache Tomcat Denial of Service due to improper input validation vulnerability for HTTP/2 requests,0,0.4,P4_30D
GHSA-6gf2-pvqw-37ph,Grype,MEDIUM,33.6,30.146541896455176,2.7071368333103543,Log entry injection in Spring Framework,0,0.4,P4_30D
